num_qubits,circuit_depth,num_shots,num_cnot_gates,completion_time
81,80,2481,15,41.248805930874525
38,108,5757,47,42.43297231563862
65,174,3806,5,63.07444924665268
74,33,1519,19,39.23312981617693
62,102,9239,20,55.515584013865876
60,109,3401,6,45.625122909371306
62,33,1497,31,26.793586956847303
50,163,1158,25,48.25565720745602
35,91,1722,10,35.54645249556913
17,98,4279,6,24.76293451142552
70,56,6347,48,42.841579230688296
67,34,9871,35,41.55738100777058
86,90,8942,38,52.780283299558235
17,115,5858,19,45.67064464066117
38,42,6130,24,30.939807286105438
53,101,9378,24,46.98975894304568
27,95,6824,21,34.78595394073993
20,62,4842,44,34.28072941677137
96,115,8714,26,56.90703954886344
80,127,3497,18,53.399273388589926
24,147,6090,7,46.98777868807614
15,108,8791,33,38.916187043237905
90,185,9133,25,69.6526459804151
59,76,9300,24,39.09189554149
52,182,1069,14,55.398763469343066
43,39,5571,19,33.69974891507324
44,174,4312,30,56.882452516197844
89,108,3187,36,52.549218849204486
31,178,9269,32,61.63854488114786
41,59,7231,46,42.593642904543465
90,21,7363,11,44.636854594461674
55,192,6290,30,60.28138774210028
83,169,2888,37,64.04149972370581
58,144,2845,42,52.45517497789903
53,81,6289,20,36.86110230839979
64,193,2181,36,58.44340398731039
54,187,6536,49,65.35460078257294
14,30,6705,15,23.498749454714222
82,183,8186,15,71.73340277596076
91,112,9464,37,56.3941511438553
32,89,5242,31,36.664121158958395
68,174,4887,31,65.48152102501393
86,138,1045,15,52.46015217345535
51,167,8987,32,61.265147879289486
99,169,1248,21,53.988336719550965
97,39,8758,9,51.079935573592365
84,98,1791,5,45.71881588966496
41,42,3709,13,27.528744854734203
76,81,3079,40,53.73928446168718
30,166,1572,5,49.32768612539449
48,92,2674,42,43.069715404344905
71,89,4675,19,42.56220211296288
81,126,1475,40,53.13803838363956
76,182,4972,25,67.70158959898332
17,185,8434,21,55.964860007594375
32,98,7967,41,56.81787604267025
40,187,6118,25,61.16345910032463
36,194,9266,7,68.02963090870014
31,24,9962,12,26.901727127756324
67,50,5655,33,42.06602681826422
76,180,1340,7,52.629525314913046
22,122,6774,35,51.50035772202842
17,119,8079,29,44.847470590122505
50,42,7355,23,35.09750179412632
30,154,9510,28,54.91046659830942
86,97,6097,17,48.955102311554256
84,132,8784,48,61.48852530762213
15,155,2221,26,43.80387431506453
75,60,7149,33,42.59725457930279
72,159,9956,29,71.76927757133758
21,110,5305,42,30.049269405054694
84,30,9384,8,53.84725523552286
88,122,6298,7,47.75800650796371
81,112,7821,9,57.37841301244127
38,99,1693,31,27.660640833567697
67,195,7121,39,66.40509991654012
31,81,4821,11,41.659972266945424
23,71,4874,6,35.506838543438825
58,114,4750,29,37.6652149346433
54,81,6859,22,37.8657386595595
86,105,9284,39,54.04578494074705
99,143,9364,35,78.35590717059698
16,25,9164,30,25.20385786524267
71,195,7283,16,64.73000601951605
12,30,7807,13,29.55812519726122
60,152,3605,14,50.182354239597075
65,90,3647,25,42.81164283695884
36,34,2669,18,22.504610329407562
54,59,6608,27,39.4036006890401
42,29,4815,49,31.60988960516103
61,44,8617,34,39.341435893685706
64,160,4416,11,51.420445261539584
70,47,3892,43,29.960015825334725
48,21,1529,34,25.894436235707968
57,20,6427,32,26.133190418442208
89,88,8268,45,54.25933544358956
58,86,4543,48,41.68833961668764
89,53,2105,22,49.33652349811605
55,118,6958,11,52.5237393032157
30,32,9698,24,34.17583471191922
24,115,5029,14,42.84649830126429
40,59,5999,7,32.77687554453332
31,186,1890,21,52.83096459907553
16,61,9672,25,47.654641307349614
22,40,1908,26,24.744382724198093
75,188,8584,10,61.10941422633408
78,176,3082,29,54.59204614912723
77,42,8472,46,50.93530952607475
26,62,7056,15,34.12024084508866
84,145,9615,18,53.29148376900078
56,55,4680,14,38.95688266735972
88,142,8300,34,57.37259276899921
61,179,6996,32,68.28209191097268
37,49,3247,21,28.77947647265363
68,151,6247,12,46.8421640507992
21,122,3508,36,43.04048944136603
46,137,1319,34,49.72997361315267
70,71,3907,11,37.172680611105285
98,133,6632,11,56.80639832102483
23,98,5003,32,36.81300548759406
10,135,7088,6,34.66929701810352
73,180,9840,17,60.87138835224782
67,95,8383,14,45.06627787092635
87,90,7169,12,51.53724233997331
74,92,5719,21,42.930045357107836
40,196,4669,10,60.012756619887256
86,141,2907,30,64.92535447410074
73,34,4947,28,44.414246629817825
34,106,6465,22,37.688728361381266
23,36,2137,38,24.023632807835156
33,147,1696,12,46.34408270681511
69,98,9777,22,52.68381925581823
45,79,2411,21,37.54087636101111
59,72,4423,45,43.42889671235791
59,152,2686,17,45.0139772235123
86,182,9621,18,68.05712759349656
75,142,3418,40,60.26351385036001
98,32,8258,22,36.179073061914465
40,123,9819,15,44.37082537107308
27,37,4682,26,28.628408898137344
10,57,9839,11,20.40921025369347
58,151,2282,31,48.683342836121525
16,101,1827,38,27.862994616412564
25,147,6430,47,48.993136020341524
50,39,8828,30,39.15040845711283
83,99,1838,36,44.93639650566519
12,81,9720,17,38.486435760384616
32,66,1907,9,27.37147862574557
51,100,1801,28,38.81146072933639
54,115,4187,41,45.24737684525643
87,119,2110,45,50.78844803248075
42,36,5674,28,25.922163979913865
69,147,9342,22,53.240416312677446
68,177,6458,48,64.24071883399405
72,159,4525,34,55.84071408330275
27,31,4137,16,21.34492066252021
74,125,4985,38,56.684177401615194
83,147,1336,47,59.902975900995
91,185,6530,18,72.24154766534825
25,183,8432,15,43.104864493684175
54,62,4679,25,26.62274167857521
67,156,2869,40,65.66634765776388
91,92,3413,21,53.70465451049765
74,56,7643,37,46.34521096593422
29,95,6152,43,46.823178842437535
77,131,7129,30,57.79602472840518
49,189,1034,48,57.27710746397035
88,103,8756,14,61.07389500294802
98,167,3242,28,67.94318096706618
85,42,9369,36,50.19498982194993
39,141,1339,42,46.27574455621564
26,71,3220,40,30.667581729469468
10,191,1433,25,53.32385144212916
52,88,5063,14,42.294278199605024
22,28,5595,14,38.202811282816604
11,134,6662,37,47.953095216856994
44,101,1044,12,47.13459529448889
98,28,6894,24,45.110567397724466
86,128,7310,39,53.79644674413508
93,180,3212,30,62.9289725012077
39,58,2069,19,21.331512964980583
23,180,7995,37,60.56170254816776
35,101,3417,5,31.673821192750253
24,103,2953,28,34.66913484951025
40,172,4454,29,42.656120369477016
30,133,2768,27,46.43791396953557
68,159,9117,38,62.02345421113518
70,59,2806,19,40.85625423277837
44,156,7863,15,64.92012961587301
77,106,7699,21,47.22646056321517
77,50,2864,22,36.08294269888776
73,175,8835,25,65.3670480246654
45,47,5939,36,33.83845690359061
33,177,8722,47,75.59472111141072
42,42,1023,42,25.518221086476863
26,160,9038,16,53.927595160217294
24,45,9557,28,24.403402205682408
57,71,5554,15,37.03406294974071
60,26,5041,9,34.19295253358244
88,126,1395,47,59.36828029561276
92,111,2717,48,55.969718444589304
86,178,6630,7,62.12666142932603
70,85,5396,12,54.349284977225125
89,178,3391,39,71.777455137484
75,119,4065,33,55.450187287905614
15,145,3553,19,40.86823862690684
76,91,6277,45,47.61783365698153
86,175,2364,7,52.675090066140406
11,191,6257,49,59.93237316776057
54,140,3327,9,40.809873846282635
94,71,2568,23,54.21009843496623
51,60,9296,49,36.71177059317454
14,53,6906,46,30.42186584176142
31,28,1323,49,20.120314034418396
22,113,3552,6,28.547210509284422
15,159,3921,20,37.40145726949913
68,82,2912,48,38.49099418173934
44,78,3060,26,39.072657280530876
64,102,6733,18,49.79647912670068
90,115,9048,17,59.45349518085993
19,51,4896,35,34.55658204247946
74,74,3522,15,40.34733641029895
56,135,6939,35,55.71579367515302
54,98,4628,20,41.94357620690478
56,167,1468,28,56.59254079572749
36,161,9986,24,52.90224880210118
48,190,8425,32,67.7541365118705
94,182,3130,34,61.879440196790185
25,120,7192,41,38.960836318410706
61,39,3075,32,41.19385969878168
40,133,6280,13,40.703963637711226
72,49,7794,43,35.40421650751852
43,149,1214,49,48.80897380224457
76,104,6090,43,51.79195796022053
35,24,9966,30,27.98606259174425
65,191,7817,48,69.14997505339004
47,76,8458,25,39.2700385740087
32,100,8448,8,33.060964818526664
18,139,9679,31,51.08845542104691
50,100,6320,13,52.83614739749936
41,78,9178,34,40.8583592393346
82,87,6699,21,43.15084223174753
64,142,1251,44,47.102612423530886
66,41,9208,8,37.190177790310194
37,46,8956,24,32.41630432993875
45,71,9768,36,37.98198256200035
96,165,1050,39,59.676215183890854
23,98,6626,41,43.735916330323114
24,50,2347,23,21.71971562992353
89,151,5026,27,62.8737946623611
27,75,7377,11,35.11784570067707
64,103,1980,30,44.712765100367776
13,181,1734,34,48.14470414521103
59,37,2258,39,27.681928158682727
39,80,9109,14,42.86145245585958
65,111,8591,14,50.29639646773601
57,149,3852,34,52.036018700066265
58,164,8717,30,57.10992949202132
38,115,6479,38,52.06932015720307
35,147,9388,37,55.74207607019377
90,23,5276,26,38.52023722400258
15,188,4108,41,49.74217159899972
73,20,8666,40,40.230842976689054
78,130,4152,16,50.18778752779053
44,179,9329,46,66.9825193419831
35,194,2183,29,47.64463975142102
87,80,4788,6,48.88265007223399
33,133,9322,27,49.33970281351359
54,118,9440,45,58.937147287117995
60,28,5095,16,37.4402790882723
36,185,7418,20,54.4683010085952
98,173,7468,8,72.8856452730962
38,141,1836,6,39.95035938125773
41,120,5742,8,50.34152633370043
31,137,6792,39,59.201354163887494
80,59,5371,41,51.95493154225247
48,144,1240,47,41.5843178746709
16,122,2153,38,36.14765606218061
83,166,3392,14,53.213361866137475
81,198,2711,28,56.955122264467725
17,146,4321,24,40.316990971371965
90,46,3431,8,43.074393253103665
64,51,9807,31,37.21129121040294
16,116,3097,15,27.66972667355792
30,169,4976,29,51.92290999233876
57,115,5542,48,52.43508685275381
60,165,9035,36,63.00773375879013
40,72,1922,11,39.100839080030504
18,117,7018,8,43.33802494489108
53,23,4406,9,29.857534255232025
56,127,5103,40,56.45316157816059
78,114,1020,10,41.56682085167412
77,153,6133,25,60.8847203109221
95,186,9406,8,64.60591439525749
98,147,2953,26,63.930259625876744
97,125,6819,34,61.492433354112904
15,150,6222,28,49.69989842633242
17,143,2336,43,46.77134619564472
35,134,7765,11,53.22097861379322
59,198,5539,16,60.583633274308326
19,146,2779,41,57.37568669726198
84,96,1919,22,35.78325864607612
33,175,9518,22,56.55503337920813
13,163,7081,12,54.51832974925869
74,117,4573,16,51.2843925865151
29,54,7610,44,20.166828151552217
66,141,3451,33,51.62146128211622
70,30,5263,40,29.95975172738757
24,90,2347,21,36.04873539430118
16,132,1605,31,38.1488400226526
66,146,7732,45,55.66089342029498
51,173,1440,46,55.11941555667971
90,91,5766,5,53.69172504442666
96,146,2160,13,59.33941960293026
46,28,7611,44,26.34495121582412
26,71,9262,22,29.625785761471338
80,118,3216,41,53.905539181968564
57,92,2626,46,41.485300306811155
59,143,2921,45,51.15101882572276
15,74,3274,22,37.66662494139159
78,62,9499,29,36.69394137048789
77,145,3272,25,51.69001455688496
52,99,4446,46,41.707385631324236
30,54,7228,38,28.651925806730887
19,180,3640,30,49.93138906669217
28,123,9401,41,36.71079191849612
80,165,5840,20,55.040620162809915
84,91,9398,22,54.076902470102155
65,21,8280,34,35.085368195340216
26,142,2797,20,43.211762044466575
12,152,3031,38,53.75533012831609
70,94,5135,9,39.89216425076113
99,89,7822,21,52.819809672893086
77,131,2697,24,51.38114686017116
13,70,6720,25,28.460661782693307
28,122,7526,45,49.81348247835142
39,103,8838,28,51.58230802608185
82,185,5541,14,70.19975341600255
33,148,6285,17,56.28780017645261
78,180,9958,45,68.7709945888395
29,124,8226,26,39.542816755062596
53,180,8250,20,54.0868840810723
35,195,3413,21,57.946478220281506
79,52,7315,10,43.68389993776165
42,92,4201,12,40.14564677262714
60,40,9252,16,39.810439720222234
16,115,9170,6,48.63776438090049
53,61,8835,30,41.851196630181846
65,177,7711,23,55.97173335550224
60,70,8129,18,40.46074712889784
76,108,1403,48,46.91689998840221
66,166,9164,10,56.79320192540361
22,120,5533,8,37.12365367988975
95,169,4692,5,61.667262722545914
74,189,4886,38,71.37297473131233
88,132,1623,26,52.194189135858345
99,123,7756,40,67.77891721567867
58,33,1349,41,34.90836147009677
46,42,6017,46,36.40601200793513
21,159,9598,35,55.12223455649121
74,25,9759,8,36.44078736739484
73,140,2240,48,54.95801524132085
67,123,4009,8,47.37378302479674
48,74,9463,43,44.353863843824975
83,188,1676,26,67.55777493658618
89,38,3520,40,44.22721922244904
30,115,5465,16,40.57410320286957
44,62,5383,7,37.420370286365795
95,96,9150,14,50.75901858507619
43,152,7220,17,52.23133504937456
43,130,7361,23,52.88521008083115
78,148,7718,24,62.68644781335228
53,28,9685,43,32.530069167788625
71,115,1435,15,46.440049144903085
66,179,1479,40,64.75701577490713
54,120,9825,40,54.39232316445956
66,186,7562,25,67.00305673876267
40,126,6483,35,49.5023743378742
96,186,1318,40,68.13167563852662
70,76,3959,16,42.68823085255889
55,85,9674,49,47.73762662490284
10,96,1497,9,31.780459024835547
24,192,6067,44,57.12126155399923
66,173,9043,10,54.693001854239334
51,144,2736,39,42.565392419277764
19,198,7074,10,52.25324454294091
85,93,9032,36,58.409154701115
85,153,5035,33,71.63588867153284
27,85,2498,42,27.26544272956108
14,47,7227,34,27.839921209463142
57,100,6279,16,49.55976721144335
31,21,4649,48,30.56957521934436
46,27,1034,48,28.946965255515686
44,174,2510,11,51.23700614474404
13,87,1887,40,34.37349388259255
89,167,8244,29,58.817154964810335
46,134,9019,34,47.99743171780205
12,29,5223,32,32.13346826457384
35,191,5422,6,45.90561721308103
75,76,7978,42,45.84174325190195
18,72,8217,8,39.772339120849935
86,195,7189,39,80.00468714124654
20,71,4442,48,32.73173902532542
68,118,3286,32,51.265894002082746
74,150,1925,36,49.34219828335206
45,73,5718,31,42.23494779537131
86,116,1360,7,48.93697950520932
24,44,7508,43,40.31531948013264
78,35,1394,5,31.845298537884197
21,174,9645,16,50.41644154978764
49,71,3016,28,40.411780126798
72,118,7059,18,53.5384349931941
61,21,9459,45,28.73615899573612
71,24,8514,18,40.65515304196863
26,81,2975,29,37.12415773732812
15,138,1028,11,32.858610752434
69,127,1750,19,60.413332447676424
13,128,7676,16,39.82376429468874
71,129,8204,46,61.43405883855182
45,147,3900,9,52.72771033490073
31,173,4604,20,56.752845030016
43,48,4191,33,30.960104581831164
18,192,6701,40,59.21350671110554
24,68,8359,20,32.75660077291131
41,133,7363,27,55.58041834696102
94,175,6951,7,60.91671503282594
39,112,4134,29,46.32534259274183
93,117,3806,30,52.50065113166596
85,94,5434,46,51.357151126693026
27,47,7339,5,25.81823719884524
36,55,2538,23,22.777310659467492
53,41,3736,5,32.86880142066849
81,100,2905,23,44.51022393401321
41,84,8095,16,45.723745858583065
69,63,5178,17,37.53232117997005
12,33,3893,22,19.0583401250854
10,175,3046,34,47.80566423477871
66,165,4035,44,59.53342302321015
53,122,3062,14,44.50127152017071
77,51,8675,33,39.13759236868286
36,47,1759,26,28.37283754259044
90,51,6720,47,54.01624748350715
86,136,8626,16,52.167540303132945
43,187,3892,5,57.62554371082711
95,38,8800,23,52.47098802224929
52,27,8406,35,37.099422784644254
54,165,4157,12,54.80132619612713
